Грудень,01.12,7,нд,Неділя 28-ма по Зісланні Святого Духа. Св. прор. Наума,,,#ap182b,,#mt062,,Неділя 17-та після 50-ці,,Неділя 17-та,
Грудень,02.12,1,пн,"Тиждень 29-ий по Зісланні Святого Духа. Св. прор. Аввакума Блаж. сщмч. Івана Слезюка, єп.",,,#ap308,,#lk102,,Понеділок 29-го тижня після 50-ці,,Понеділок 29-го тижня,
Грудень,03.12,2,вв,Св. прор. Софонії,,,#ap310,,#lk106,,Вівторок 29-го тижня після 50-ці,,"Вівторок 29-го тижня. Цей і на Христа Чоловіколюбця, і святим мученикам",
Грудень,04.12,3,ср,🕃 Св. вмц. Варвари Прп. Івана Дамаскина,,,#ap312,,#lk104,,Середа 29-го тижня після 50-ці,,Середа 29-го тижня,
Грудень,05.12,4,чт,🕂 Прп. й богоносного Сави Освященного,Ряд.:,Прп.:,#ap312,#ap213,#lk107,#mt043,"Святителям, преподобним",Субота 27-ма після 50-ці. Цей і преподобним,Четвер 29-го тижня,Четвер 4-го тижня. Це й преподобним
Грудень,06.12,5,пт,"🕁 Св. Миколая, аєп. Мир Ликійських, чудотв.",Св.:,,#ap335,,#lk024,,"Святителям, преподобним",,"П'ятниця 19-го тижня. Це ж і преподобним, св. Миколаю.",
Грудень,07.12,6,сб,"Св. Амвросія, єп. Медіоланського",,,#ap220b,,#lk072,,Субота 29-ма після 50-ці,,Субота 29-го тижня. Це й перед Різдвом Христовим у суботу,
Грудень,08.12,7,нд,Неділя 29-ма по Зісланні Святого Духа. Прп. Патапія,,,#ap257,,#lk085,,Неділя 29-ма після 50-ці. Цей і в неділю праотцям,,Неділя 29-та,
Грудень,09.12,1,пн,Тиждень 30-ий по Зісланні Святого Духа. 🕁 Непорочне Зачаття Пресв. Богородиці св. Анною,,,#ap210b,,#lk036,,"9-го вересня, святим Йоакимові й Анні",,Субота 23-го тижня. Це і святій Анні,
Грудень,10.12,2,вв,"Свв. мчч. Мини, Єрмогена і Євграфа",,,#ap321a,,#mr034,,Вівторок 30-го тижня після 50-ці,,Вівторок 30-го тижня,
Грудень,11.12,3,ср,Прп. Даниїла Стовпника,,,#ap323,,#mr036,,Середа 30-го тижня після 50-ці,,Середа 30-го тидня,
Грудень,12.12,4,чт,"🕃 Прп. Спиридона, чудотв., єп. Трімитійського",,,#ap326,,#mr039,,Четвер 30-го тижня після 50-ці,,Четвер 30-го тижня,
Грудень,13.12,5,пт,"🕂 Свв. мчч. Євстратія, Авксентія, Євгенія, Мардарія й Ореста Св. мц. Лукії, діви",Ряд.:,Мчч.:,#ap327,#ap233,#mr041,#lk106,П'ятниця 30-го тижня після 50-ці,"Неділя 27-га після 50-ці. Цей і в суботу після Богоявлення, і святим мученикам",П'ятниця 30-го тижня. Це й Ігнатію Богоносцеві,"Вівторок 29-го тижня. Цей і на Христа Чоловіколюбця, і святим мученикам"
Грудень,14.12,6,сб,"Свв. мчч. Тирса, Левкія, Филимона, Аполлонія й Каленика",,,#ap228,,#lk074,,"Святителям, преподобним",,Субота 30-го тижня,
Грудень,15.12,7,нд,"Неділя 30-та по Зісланні Святого Духа. Свв. Праотців. 🕃 Св. Стефана ісп., аєп. Сурозького Св. сщмч. Єлевтерія Прп. Павла, що в Латрі",Праотців:,,#ap257,,#lk076,,Неділя 29-ма після 50-ці. Цей і в неділю праотцям,,Неділя 28-ма. Це і в неділю праотців,
Грудень,16.12,1,пн,Тиждень 31-ий по Зісланні Святого Духа. Св. прор. Аггея,,,#ap329a,,#mr042,,Понеділок 31-го тижня після 50-ці,,Понеділок 31-го тижня,
