Вересень,01.09,1,пн,"🕂 Початок індикту, нового року Пам’ять прп. Симеона Стовпника і матері його Марти Собор Пресв. Богородиці, що в Міясинах",Ряд.:,Новоліттю:,#ap186,#ap282,#mr011,#lk013,Понеділок 13-го тижня після 50-ці,1-го вересня,Понеділок 13-го тижня,"Четвер 18-го тижня. Це й 1 вересня, на Новий рік"
Вересень,02.09,2,вв,"Св. мч. Маманта Прп. Івана Посника, патр. Царгородського",,,#ap187,,#mr012,,Вівторок 13-го тижня після 50-ці,,"Вівторок 13-го тижня. Цей і 30 червня, апостолам.",
Вересень,03.09,3,ср,"Св. сщмч. Антима, єп. Нікомидійського Прп. Теоктиста, співпосника вел. Євтимія",,,#ap189,,#mr013,,Середа 13-го тижня після 50-ці,,Середа 13-го тидня,
Вересень,04.09,4,чт,"Св. сщмч. Вавили, єп. Антіохійського Св. прор. й боговидця Мойсея",,,#ap190,,#mr014,,Четвер 13-го тижня після 50-ці,,Четвер 13-го тижня,
Вересень,05.09,5,пт,"🕃 Свв. прор. Захарії та прав. Єлисавети, батьків чесного Івана Предтечі Прп. Терези з Калькутти ",,,#ap192,,#mr015,,П'ятниця 13-го тижня після 50-ці,,П'ятниця 13-го тижня,
Вересень,06.09,6,сб,"🕃 Спогад про чудо, яке було в Колосах, тобто в Хонах, від архистр. Михаїла Св. мч. Євдоксія і тих, що з ним Прп. Архипа",,,#ap126,,#mt090a,,Субота 13-та після 50-ці. Цей і у суботу перед Воздвиженням,,Субота 13-го тижня,
Вересень,07.09,7,нд,Неділя перед Воздвиженям 🕃 Передсвяття Різдва Пресвятої Богородиці Св. мч. Созонта,,,#ap215a,,#iv009,,Неділя 22-га після 50-ці.  Неділя перед Воздвиженням. Цей і прп. Йосафаті (Гордашевській),,Неділя перед Воздвиженням,
Вересень,08.09,1,пн,🕀 Різдво Пресвятої Владичиці нашої Богородиці і Приснодіви Марії ,,,#ap240,,#lk054,,Празник Богородиці,,На всі празники Богородиці,
Вересень,09.09,2,вв,🕃 Свв. і правв. богоотців Йоакима й Анни Св. мч. Северіана,,,#ap196,,#mr017,,Вівторок 14-го тижня після 50-ці,,Вівторок 14-го тижня,
Вересень,10.09,3,ср,"Свв. мцц. Минодори, Митродори й Німфодори",,,#ap197,,#mr018,,Середа 14-го тижня після 50-ці,,Середа 14-го тидня,
Вересень,11.09,4,чт,Прп. Теодори Олександрійської,,,#ap198,,#mr019,,Четвер 14-го тижня після 50-ці,,Четвер 14-го тижня,
Вересень,12.09,5,пт,Св. сщмч. Автонома Віддання Різдва Пресв. Богородиці</i>,,,#ap201,,#mr020,,П'ятниця 14-го тижня після 50-ці,,П'ятниця 14-го тижня,
Вересень,13.09,6,сб,"Субота перед Воздвиженям 🕃 Пам’ять оновл. храму Св. Воскресіння Христа і Бога нашого Предсвяття Воздвиження чесного й животворного Хреста Св. сщмч. Корнилія, сотника",Оновлення:,Суботи:,#ap307,#ap126,#mt067a,#mt039,На освячення церкви,Субота 13-та після 50-ці. Цей і у суботу перед Воздвиженням,"29 червня, на Літургії. Цей і 13 вересня на оновлення храму","Субота 7-ма, і перед Воздвиженням"
Вересень,14.09,7,нд,Неділя 14-та по Зісланні Святого Духа. 🕀 Всесвітнє Воздвиження чесного й животворного Хреста ,,,#ap125b,,#iv060,,Воздвиження Хреста,,"14 вересня, на Воздвиження Чесного Хреста на Літургії, цей і на явління в небі знамення Хреста, на похід з древом Хреста",
Вересень,15.09,1,пн,🕃 Св. вмч. Микити,,,#ap202,,#mr021,,Понеділок 15-го тижня після 50-ці,,Понеділок 15-го тижня,
Вересень,16.09,2,вв,🕃 Св. вмц. Євфимії всехвальної,,,#ap204,,#mr022,,Вівторок 15-го тижня після 50-ці,,Вівторок 15-го тижня,
Вересень,17.09,3,ср,"Св. мц. Софії і трьох її дочок: Віри, Надії й Любові",,,#ap207,,#mr023,,Середа 15-го тижня після 50-ці,,Середа 15-го тижня. Це й євангелистові Маркові,
Вересень,18.09,4,чт,"Прп. Євменія, єп. Гортинського, чудотв.",,,#ap208a,,#mr025,,Четвер 15-го тижня після 50-ці,,Четвер 15-го тижня,
Вересень,19.09,5,пт,"Свв. мчч. Трофима, Савватія й Доримедонта",,,#ap210a,,#mr026,,П'ятниця 15-го тижня після 50-ці,,П'ятниця 15-го тижня,
Вересень,20.09,6,сб,"Субота по Воздвиженні 🕃 Свв. мчч. та ісп. – вел. князя Михаїла та боярина його Теодора, чернігівських чудотв. 🕃 Св. вмч. Євстатія і тих, що з ним",Суботи:,,#ap125c,,#iv030,,Субота 12-та після 50-ці. Цей і у суботу після Воздвиження,,П'ятниця 4-го тижня. Це ж і в суботу після Воздвиження,
Вересень,21.09,7,нд,"Неділя по Воздвиженні Св. ап. Кодрата, що в Магнисії Віддання Воздвиження чесного й животворного Хреста</i>",,,#ap203,,#mr037,,Неділя 21-ша після 50-ці. Цей і в неділю після Воздвиження,,Неділя 3-тя посту. Це ж і в неділю після Воздвиження,
Вересень,22.09,1,пн,"Св. сщмч. Фоки, єп. Синопійського Св. прор. Йони Прп. Йони, пресвіт.",,,#ap211,,#mr027,,Понеділок 16-го тижня після 50-ці,,Понеділок 16-го тижня,
Вересень,23.09,2,вв,"🕃 Зачаття чесного славн. прор., предтечі і хрестителя Господнього Івана",Ряд.:,Предтечі:,#ap212,#ap210b,#mr028,#lk002,Вівторок 16-го тижня після 50-ці,"9-го вересня, святим Йоакимові й Анні",Вівторок 16-го тижня,"23 вересня, на зачаття Івана Хрестителя"
Вересень,24.09,3,ср,🕃 Св. первмц. й рівноап. Теклі,,,#ap214,,#mr029,,Середа 16-го тижня після 50-ці,,Середа 16-го тидня,
Вересень,25.09,4,чт,Прп. Євфросинії,,,#ap216,,#mr030,,Четвер 16-го тижня після 50-ці,,Четвер 16-го тижня,
Вересень,26.09,5,пт,🕁 Переставл. св. ап. і єв. Івана Богослова,Ап.:,,#ap073a,,#iv061b,,"26-го вересня, переставлення Апостола Івана Богослова",,"26 вересня, і 8 травня, Іванові Богословові на Літургії",
